Row,nLnK@90%,nLnK@100%,nLnK@110%
Uen@85%,0.50928801500014,0.824045318333193,0.824045318333193
Uen@100%,0.449174719167157,0.661989390490963,0.824045318333193
Uen@115%,0.283822249252374,0.351909363333614,0.666666666666667
