Row,nLnK@90%,nLnK@100%,nLnK@110%
Uen@85%,0.147240868327597,0.156150624639154,0.170893784148655
Uen@100%,0.141254116211092,0.135394696009547,0.137929159258799
Uen@115%,0.18099444354859,0.155346424541678,0.146886444652027
